Unique_id,Site,Year,TimePeriod,dN15,Percent_N,Percent_C,C_to_N_ratio,Phosphate,Silicate,Nitrite_plus_Nitrate,Ammonia,Date,Time,Latitude,Longitude,Distance_to_crest,Distance_to_shore,Distance_to_pass,Distance_to_deep_lagoon_water,Distance_to_population_center,Population_center,Island_shore,Habitat,Lagoon,Microbial_Species_Richness,Microbial_Shannon_Diversity,Microbial_Phylogenetic_Diversity,Microbial_Evenness,Microbial_PCoA1,Microbial_PCoA2,Ultra.Violet.Humic.like,Tyrosine.like,Visible.Humic.like,Marine.Humic.like,Tryptophan.like,Lignin.like,M.C,HIX,BIX,FI,FishNH4ug_min_m2,FishBiomg_m2
id_319,111,2016,2016-July,3.3,0.35,NA,NA,NA,NA,NA,NA,NA,NA,-17.50318299,-149.9240371,263.63,861.2800000000001,3764.12,1683.01,5522.33,Papeto'ai,SW,Reef crest,Hauru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6040750197318089,10.473108959009336
id_320,111,2016,2016-May,2.99,0.41,NA,NA,NA,NA,NA,NA,NA,NA,-17.50318299,-149.9240371,263.63,861.2800000000001,3764.12,1683.01,5522.33,Papeto'ai,SW,Reef crest,Hauru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6040750197318089,10.473108959009336
id_321,111,2016,2016-January,2.83,0.35,NA,NA,NA,NA,NA,NA,NA,NA,-17.50318299,-149.9240371,263.63,861.2800000000001,3764.12,1683.01,5522.33,Papeto'ai,SW,Reef crest,Hauru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6040750197318089,10.473108959009336
id_322,112,2016,2016-July,2.83,0.31,NA,NA,NA,NA,NA,NA,NA,NA,-17.50348139,-149.920637,663.37,500.28,3515.03,1483.32,5315.06,Papeto'ai,SW,Mid lagoon,Hauru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17061627168353252,2.91517861986435
id_323,112,2016,2016-May,2.91,0.47,NA,NA,NA,NA,NA,NA,NA,NA,-17.50348139,-149.920637,663.37,500.28,3515.03,1483.32,5315.06,Papeto'ai,SW,Mid lagoon,Hauru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17061627168353252,2.91517861986435
id_324,112,2016,2016-January,2.38,0.33,NA,NA,NA,NA,NA,NA,NA,NA,-17.50348139,-149.920637,663.37,500.28,3515.03,1483.32,5315.06,Papeto'ai,SW,Mid lagoon,Hauru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17061627168353252,2.91517861986435
id_325,113,2016,2016-July,2.45,0.41,NA,NA,NA,NA,NA,NA,NA,NA,-17.50287202,-149.91747,910.7800000000001,165.35000000000002,3309.62,1444.42,5106.02,Papeto'ai,SW,Fringing reef,Hauru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22256510603418517,3.9953076155153697
id_326,113,2016,2016-May,2.59,0.49,NA,NA,NA,NA,NA,NA,NA,NA,-17.50287202,-149.91747,910.7800000000001,165.35000000000002,3309.62,1444.42,5106.02,Papeto'ai,SW,Fringing reef,Hauru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22256510603418517,3.9953076155153697
id_327,113,2016,2016-January,2.19,0.43,NA,NA,NA,NA,NA,NA,NA,NA,-17.50287202,-149.91747,910.7800000000001,165.35000000000002,3309.62,1444.42,5106.02,Papeto'ai,SW,Fringing reef,Hauru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22256510603418517,3.9953076155153697
id_328,114,2016,2016-July,3.57,0.35,NA,NA,NA,NA,NA,NA,NA,NA,-17.4954558,-149.9235728,232.78,958.3399999999999,3218.9900000000002,2430.03,5024.24,Papeto'ai,SW,Reef crest,Hauru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7857533294884969,30.654234675172138
id_329,114,2016,2016-May,2.45,0.4,NA,NA,NA,NA,NA,NA,NA,NA,-17.4954558,-149.9235728,232.78,958.3399999999999,3218.9900000000002,2430.03,5024.24,Papeto'ai,SW,Reef crest,Hauru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7857533294884969,30.654234675172138
id_330,114,2016,2016-January,3.02,0.36,NA,NA,NA,NA,NA,NA,NA,NA,-17.4954558,-149.9235728,232.78,958.3399999999999,3218.9900000000002,2430.03,5024.24,Papeto'ai,SW,Reef crest,Hauru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7857533294884969,30.654234675172138
id_331,115,2016,2016-July,2.62,0.28,NA,NA,NA,NA,NA,NA,NA,NA,-17.49504173,-149.9197109,520.51,588.05,2829.94,2350.51,4633.42,Papeto'ai,SW,Mid lagoon,Hauru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9117046510921196,15.712125600454566
id_332,115,2016,2016-May,2.57,0.44,NA,NA,NA,NA,NA,NA,NA,NA,-17.49504173,-149.9197109,520.51,588.05,2829.94,2350.51,4633.42,Papeto'ai,SW,Mid lagoon,Hauru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9117046510921196,15.712125600454566
id_333,115,2016,2016-January,3.02,0.38,NA,NA,NA,NA,NA,NA,NA,NA,-17.49504173,-149.9197109,520.51,588.05,2829.94,2350.51,4633.42,Papeto'ai,SW,Mid lagoon,Hauru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9117046510921196,15.712125600454566
id_334,116,2016,2016-July,2.21,0.46,NA,NA,NA,NA,NA,NA,NA,NA,-17.49474971,-149.9146039,956.6800000000001,76.23,2351.61,2053.03,4146.16,Papeto'ai,SW,Fringing reef,Hauru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41414975099067786,7.122046080975047
id_335,116,2016,2016-May,3.02,0.56,NA,NA,NA,NA,NA,NA,NA,NA,-17.49474971,-149.9146039,956.6800000000001,76.23,2351.61,2053.03,4146.16,Papeto'ai,SW,Fringing reef,Hauru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41414975099067786,7.122046080975047
id_336,116,2016,2016-January,2.23,0.34,NA,NA,NA,NA,NA,NA,NA,NA,-17.49474971,-149.9146039,956.6800000000001,76.23,2351.61,2053.03,4146.16,Papeto'ai,SW,Fringing reef,Hauru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41414975099067786,7.122046080975047
id_337,117,2016,2016-July,2.19,0.34,NA,NA,NA,NA,NA,NA,NA,NA,-17.49064844,-149.9111011,700.66,245.26999999999998,1793.1299999999999,1485.53,3614.27,Papeto'ai,N,Fringing reef,Hauru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7936646507502065,13.915572918590309
id_338,117,2016,2016-May,2.66,0.44,NA,NA,NA,NA,NA,NA,NA,NA,-17.49064844,-149.9111011,700.66,245.26999999999998,1793.1299999999999,1485.53,3614.27,Papeto'ai,N,Fringing reef,Hauru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7936646507502065,13.915572918590309
id_339,117,2016,2016-January,2.55,0.5,NA,NA,NA,NA,NA,NA,NA,NA,-17.49064844,-149.9111011,700.66,245.26999999999998,1793.1299999999999,1485.53,3614.27,Papeto'ai,N,Fringing reef,Hauru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7936646507502065,13.915572918590309
id_340,118,2016,2016-July,1.97,0.45,NA,NA,NA,NA,NA,NA,NA,NA,-17.48914783,-149.9067514,571.25,164.06,1301.02,1001.98,3141.51,Papeto'ai,N,Fringing reef,Hauru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6110707330874121,10.647361528745533
id_341,118,2016,2016-May,2.67,0.48,NA,NA,NA,NA,NA,NA,NA,NA,-17.48914783,-149.9067514,571.25,164.06,1301.02,1001.98,3141.51,Papeto'ai,N,Fringing reef,Hauru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6110707330874121,10.647361528745533
id_342,118,2016,2016-January,2.51,0.46,NA,NA,NA,NA,NA,NA,NA,NA,-17.48914783,-149.9067514,571.25,164.06,1301.02,1001.98,3141.51,Papeto'ai,N,Fringing reef,Hauru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6110707330874121,10.647361528745533
id_343,119,2016,2016-July,2.33,0.33,NA,NA,NA,NA,NA,NA,NA,NA,-17.48591677,-149.9077934,208.64,515.8499999999999,1318.34,1117.25,3301.52,Papeto'ai,N,Reef crest,Hauru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6660297550930099,28.40465575204961
id_344,119,2016,2016-May,2.83,0.48,NA,NA,NA,NA,NA,NA,NA,NA,-17.48591677,-149.9077934,208.64,515.8499999999999,1318.34,1117.25,3301.52,Papeto'ai,N,Reef crest,Hauru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6660297550930099,28.40465575204961
id_345,119,2016,2016-January,3.07,0.39,NA,NA,NA,NA,NA,NA,NA,NA,-17.48591677,-149.9077934,208.64,515.8499999999999,1318.34,1117.25,3301.52,Papeto'ai,N,Reef crest,Hauru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6660297550930099,28.40465575204961
id_346,120,2016,2016-July,2.29,0.36,NA,NA,NA,NA,NA,NA,NA,NA,-17.48790848,-149.9022525,462.37,334.59,809.3399999999999,513.05,2684.16,Papeto'ai,N,Mid lagoon,Hauru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1150128732412212,36.48471773692894
id_347,120,2016,2016-May,3.42,0.52,NA,NA,NA,NA,NA,NA,NA,NA,-17.48790848,-149.9022525,462.37,334.59,809.3399999999999,513.05,2684.16,Papeto'ai,N,Mid lagoon,Hauru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1150128732412212,36.48471773692894
id_348,120,2016,2016-January,2.82,0.41,NA,NA,NA,NA,NA,NA,NA,NA,-17.48790848,-149.9022525,462.37,334.59,809.3399999999999,513.05,2684.16,Papeto'ai,N,Mid lagoon,Hauru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1150128732412212,36.48471773692894
id_349,121,2016,2016-July,1.86,0.39,NA,NA,NA,NA,NA,NA,NA,NA,-17.48853084,-149.8968575,567.42,271.39,461.25,71.48,2105.03,Papeto'ai,N,Fringing reef,Hauru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3074975335282155,23.03315504917813
id_350,121,2016,2016-May,2.8,0.43,NA,NA,NA,NA,NA,NA,NA,NA,-17.48853084,-149.8968575,567.42,271.39,461.25,71.48,2105.03,Papeto'ai,N,Fringing reef,Hauru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3074975335282155,23.03315504917813
id_351,121,2016,2016-January,2.38,0.45,NA,NA,NA,NA,NA,NA,NA,NA,-17.48853084,-149.8968575,567.42,271.39,461.25,71.48,2105.03,Papeto'ai,N,Fringing reef,Hauru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3074975335282155,23.03315504917813
id_352,122,2016,2016-July,2.84,0.28,NA,NA,NA,NA,NA,NA,NA,NA,-17.48485495,-149.8962351,162.06,576.72,88.94000000000001,274.81,2147.15,Papeto'ai,N,Reef pass,Hauru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
id_353,122,2016,2016-May,2.97,0.46,NA,NA,NA,NA,NA,NA,NA,NA,-17.48485495,-149.8962351,162.06,576.72,88.94000000000001,274.81,2147.15,Papeto'ai,N,Reef pass,Hauru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
id_354,122,2016,2016-January,3.16,0.35,NA,NA,NA,NA,NA,NA,NA,NA,-17.48485495,-149.8962351,162.06,576.72,88.94000000000001,274.81,2147.15,Papeto'ai,N,Reef pass,Hauru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
id_355,123,2016,2016-July,2.22,0.4,NA,NA,NA,NA,NA,NA,NA,NA,-17.48842556,-149.8921487,589.92,246.37,498.76,204.62,1620.02,Papeto'ai,N,Fringing reef,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.915991610371742,15.887276546338395
id_356,123,2016,2016-May,3.16,0.48,NA,NA,NA,NA,NA,NA,NA,NA,-17.48842556,-149.8921487,589.92,246.37,498.76,204.62,1620.02,Papeto'ai,N,Fringing reef,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.915991610371742,15.887276546338395
id_357,123,2016,2016-January,2.35,0.3,NA,NA,NA,NA,NA,NA,NA,NA,-17.48842556,-149.8921487,589.92,246.37,498.76,204.62,1620.02,Papeto'ai,N,Fringing reef,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.915991610371742,15.887276546338395
id_358,124,2016,2016-July,3.07,0.3,NA,NA,NA,NA,NA,NA,NA,NA,-17.48469737,-149.8922813,176.35000000000002,587.19,161.42000000000002,172.43,1760.16,Papeto'ai,N,Reef pass,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
id_359,124,2016,2016-May,3.35,0.45,NA,NA,NA,NA,NA,NA,NA,NA,-17.48469737,-149.8922813,176.35000000000002,587.19,161.42000000000002,172.43,1760.16,Papeto'ai,N,Reef pass,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
id_360,124,2016,2016-January,3.36,0.4,NA,NA,NA,NA,NA,NA,NA,NA,-17.48469737,-149.8922813,176.35000000000002,587.19,161.42000000000002,172.43,1760.16,Papeto'ai,N,Reef pass,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
id_361,125,2016,2016-July,0.56,0.36,NA,NA,NA,NA,NA,NA,NA,NA,-17.49019641,-149.8826645,789.48,137.46,1347.58,371.65,592.26,Papeto'ai,N,Fringing reef,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
id_362,125,2016,2016-May,2.28,0.45,NA,NA,NA,NA,NA,NA,NA,NA,-17.49019641,-149.8826645,789.48,137.46,1347.58,371.65,592.26,Papeto'ai,N,Fringing reef,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
id_363,125,2016,2016-January,1.7,0.49,NA,NA,NA,NA,NA,NA,NA,NA,-17.49019641,-149.8826645,789.48,137.46,1347.58,371.65,592.26,Papeto'ai,N,Fringing reef,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
id_364,126,2016,2016-May,2.71,0.53,NA,NA,NA,NA,NA,NA,NA,NA,-17.49179923,-149.8794897,1027.4,62.52,1688.3899999999999,64.06,236.37,Papeto'ai,N,Fringing reef,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8442402572430808,15.11654405369326
id_365,127,2016,2016-July,2.58,0.37,NA,NA,NA,NA,NA,NA,NA,NA,-17.4889724,-149.8789846,711.98,332.71,1598.83,149.81,344.49,Papeto'ai,N,Fringing reef,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4164247306544042,7.592943052670813
id_366,127,2016,2016-May,3.23,0.45,NA,NA,NA,NA,NA,NA,NA,NA,-17.4889724,-149.8789846,711.98,332.71,1598.83,149.81,344.49,Papeto'ai,N,Fringing reef,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4164247306544042,7.592943052670813
id_367,127,2016,2016-January,2.33,0.31,NA,NA,NA,NA,NA,NA,NA,NA,-17.4889724,-149.8789846,711.98,332.71,1598.83,149.81,344.49,Papeto'ai,N,Fringing reef,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4164247306544042,7.592943052670813
id_368,128,2016,2016-May,2.43,0.42,NA,NA,NA,NA,NA,NA,NA,NA,-17.48683493,-149.8765044,467.62,505.09,1302.48,25.82,505.09,Papeto'ai,N,Fringing reef,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5568252762385382,10.232677060517176
id_369,128,2016,2016-January,2.68,0.36,NA,NA,NA,NA,NA,NA,NA,NA,-17.48683493,-149.8765044,467.62,505.09,1302.48,25.82,505.09,Papeto'ai,N,Fringing reef,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5568252762385382,10.232677060517176
id_370,129,2016,2016-July,2.72,0.35,NA,NA,NA,NA,NA,NA,NA,NA,-17.48972761,-149.8726504,618.38,232.22,930.8299999999999,65.99,232.22,Papeto'ai,N,Fringing reef,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.044106253886936085,0.7562613288005836
id_371,129,2016,2016-May,3.58,0.54,NA,NA,NA,NA,NA,NA,NA,NA,-17.48972761,-149.8726504,618.38,232.22,930.8299999999999,65.99,232.22,Papeto'ai,N,Fringing reef,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.044106253886936085,0.7562613288005836
id_372,129,2016,2016-January,2.99,0.42,NA,NA,NA,NA,NA,NA,NA,NA,-17.48972761,-149.8726504,618.38,232.22,930.8299999999999,65.99,232.22,Papeto'ai,N,Fringing reef,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.044106253886936085,0.7562613288005836
id_373,130,2016,2016-July,3.36,0.37,NA,NA,NA,NA,NA,NA,NA,NA,-17.48467089,-149.8742172,178.36,785.64,1132.02,181.12,785.64,Papeto'ai,N,Reef crest,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5866673488889886,28.730919419059635
id_374,130,2016,2016-May,3.57,0.53,NA,NA,NA,NA,NA,NA,NA,NA,-17.48467089,-149.8742172,178.36,785.64,1132.02,181.12,785.64,Papeto'ai,N,Reef crest,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5866673488889886,28.730919419059635
id_375,130,2016,2016-January,3.47,0.34,NA,NA,NA,NA,NA,NA,NA,NA,-17.48467089,-149.8742172,178.36,785.64,1132.02,181.12,785.64,Papeto'ai,N,Reef crest,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5866673488889886,28.730919419059635
id_376,131,2016,2016-July,3.19,0.43,NA,NA,NA,NA,NA,NA,NA,NA,-17.48809573,-149.8667564,194.81,590.75,292.46,125.36,590.75,Papeto'ai,N,Reef pass,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.915126263625381,33.61680959283947
id_377,131,2016,2016-May,4.16,0.61,NA,NA,NA,NA,NA,NA,NA,NA,-17.48809573,-149.8667564,194.81,590.75,292.46,125.36,590.75,Papeto'ai,N,Reef pass,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.915126263625381,33.61680959283947
id_378,131,2016,2016-January,3.78,0.47,NA,NA,NA,NA,NA,NA,NA,NA,-17.48809573,-149.8667564,194.81,590.75,292.46,125.36,590.75,Papeto'ai,N,Reef pass,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.915126263625381,33.61680959283947
id_379,132,2016,2016-July,3.31,0.34,NA,NA,NA,NA,NA,NA,NA,NA,-17.48744111,-149.8709693,312.65000000000003,471.46,718.4399999999999,75.03,471.46,Papeto'ai,N,Reef crest,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7767401986668165,31.97659867186125
id_380,132,2016,2016-May,4.17,0.6,NA,NA,NA,NA,NA,NA,NA,NA,-17.48744111,-149.8709693,312.65000000000003,471.46,718.4399999999999,75.03,471.46,Papeto'ai,N,Reef crest,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7767401986668165,31.97659867186125
id_381,132,2016,2016-January,3.27,0.38,NA,NA,NA,NA,NA,NA,NA,NA,-17.48744111,-149.8709693,312.65000000000003,471.46,718.4399999999999,75.03,471.46,Papeto'ai,N,Reef crest,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7767401986668165,31.97659867186125
id_382,133,2016,2016-May,2.46,0.45,NA,NA,NA,NA,NA,NA,NA,NA,-17.49028584,-149.8868992,754.2700000000001,111.64999999999999,983.8599999999999,393.95,1035.51,Papeto'ai,N,Fringing reef,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27491247626482684,4.581552788720706
id_383,133,2016,2016-January,1.56,0.32,NA,NA,NA,NA,NA,NA,NA,NA,-17.49028584,-149.8868992,754.2700000000001,111.64999999999999,983.8599999999999,393.95,1035.51,Papeto'ai,N,Fringing reef,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27491247626482684,4.581552788720706
id_384,134,2016,2016-July,2.41,0.42,NA,NA,NA,NA,NA,NA,NA,NA,-17.48732954,-149.8870074,434.55,409.14000000000004,792.3599999999999,489.87,1132.5,Papeto'ai,N,Fringing reef,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2111941959591457,21.785570685381405
id_385,134,2016,2016-May,2.84,0.4,NA,NA,NA,NA,NA,NA,NA,NA,-17.48732954,-149.8870074,434.55,409.14000000000004,792.3599999999999,489.87,1132.5,Papeto'ai,N,Fringing reef,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2111941959591457,21.785570685381405
id_386,134,2016,2016-January,2.75,0.35,NA,NA,NA,NA,NA,NA,NA,NA,-17.48732954,-149.8870074,434.55,409.14000000000004,792.3599999999999,489.87,1132.5,Papeto'ai,N,Fringing reef,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2111941959591457,21.785570685381405
id_387,135,2016,2016-July,3.32,0.36,NA,NA,NA,NA,NA,NA,NA,NA,-17.48452814,-149.8861285,127.01,774.3199999999999,810.3299999999999,704.34,1222.04,Papeto'ai,N,Reef crest,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.284282752353288,39.69747223479215
id_388,135,2016,2016-January,3.68,0.42,NA,NA,NA,NA,NA,NA,NA,NA,-17.48452814,-149.8861285,127.01,774.3199999999999,810.3299999999999,704.34,1222.04,Papeto'ai,N,Reef crest,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.284282752353288,39.69747223479215
id_389,136,2016,2016-July,2.36,0.35,NA,NA,NA,NA,NA,NA,NA,NA,-17.48690316,-149.8805744,448.87,564.8499999999999,1430.61,430.75,633.57,Papeto'ai,N,Mid lagoon,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1279092254810548,20.26327535061311
id_390,136,2016,2016-May,3.67,0.44,NA,NA,NA,NA,NA,NA,NA,NA,-17.48690316,-149.8805744,448.87,564.8499999999999,1430.61,430.75,633.57,Papeto'ai,N,Mid lagoon,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1279092254810548,20.26327535061311
id_391,136,2016,2016-January,3.08,0.32,NA,NA,NA,NA,NA,NA,NA,NA,-17.48690316,-149.8805744,448.87,564.8499999999999,1430.61,430.75,633.57,Papeto'ai,N,Mid lagoon,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1279092254810548,20.26327535061311
id_392,137,2016,2016-January,3.78,0.37,NA,NA,NA,NA,NA,NA,NA,NA,-17.48379691,-149.8798111,122.05,900.74,1472.11,471.23,901.66,Papeto'ai,N,Reef crest,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5151087186611216,26.760418762578595
id_393,138,2016,2016-July,3.35,0.5,NA,NA,NA,NA,NA,NA,NA,NA,-17.49209605,-149.8746473,945.3199999999999,36.46,1202.92,308.87,36.46,Papeto'ai,N,Fringing reef,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04844416968965848,0.8668563432107123
id_394,139,2016,2016-May,4.22,0.69,NA,NA,NA,NA,NA,NA,NA,NA,-17.49065096,-149.8681188,507.66,284.82,490.05,30.47,284.82,Papeto'ai,N,Fringing reef,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19578536685876646,3.4921350665976063
id_395,139,2016,2016-January,3.48,0.45,NA,NA,NA,NA,NA,NA,NA,NA,-17.49065096,-149.8681188,507.66,284.82,490.05,30.47,284.82,Papeto'ai,N,Fringing reef,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19578536685876646,3.4921350665976063
id_396,140,2016,2016-May,4.52,0.59,NA,NA,NA,NA,NA,NA,NA,NA,-17.49716361,-149.8626436,1201.1599999999999,80.16999999999999,920.07,10.8,438.05,Papeto'ai,N,Fringing reef,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.012303674072898,52.607749249646616
id_397,140,2016,2016-January,3.88,0.47,NA,NA,NA,NA,NA,NA,NA,NA,-17.49716361,-149.8626436,1201.1599999999999,80.16999999999999,920.07,10.8,438.05,Papeto'ai,N,Fringing reef,Papetoai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.012303674072898,52.607749249646616
